"year","geo_id","crop_id","average_temperature","total_precipitation","co2_emmissions","crop_yield","extreme_weather_events","irrigation_access","pesticide","fertilizer","soil_health_index","adaptation_id","economic_impact"
"2007","20","10","15.89","1598.84","8.91","3.34","7","50.61","43.07","55.63","41.76","4","1255.07"
"2019","24","7","12.72","690.97","1.4","3.11","1","41.29","9.18","39.58","39.39","2","1216.48"
"2000","27","7","24.86","2796.86","29.93","2.79","3","32.03","43.59","48.93","61.56","3","576.25"
"2022","35","6","22.94","658.01","17.28","2.547","5","88.58","17.01","64.93","67.19","3","917.35"
"2016","38","3","1.03","884.03","6.75","1.4","0","87.34","20.59","62.53","99.45","5","642.22"
"1999","40","2","16.71","2872.79","20.51","2.385","0","35.52","20.33","92.92","59.57","1","384.54"
"2002","29","4","23.12","484.61","24.01","2.4120000000000004","7","16.23","13.34","92.5","36.52","2","370.95"
"2019","39","4","9.43","2895.67","22.42","1.251","6","68.37","6.83","51.42","84.67","3","414.26"
"2022","37","7","31.16","998.03","21.35","1.305","3","86.93","23.38","20.89","42.06","1","229.2"
"2014","38","7","28.7","1342.69","1.94","0.84","5","95.15","0.26","78.99","48.67","4","298.98"
"2021","21","7","26.14","525.27","17.02","3.087","5","25.85","31.22","95.66","73.96","3","990.99"
"2019","18","2","23.67","1698.27","14.92","1.55","0","46.46","21.98","16.64","97.79","1","485.7"
"2014","3","5","28.96","2572.95","19.43","1.305","8","51.7","37.79","25.26","42.41","1","541.26"
"2003","32","4","20.87","638.11","20.1","3.24","3","98.75","49.74","70.07","62.11","5","1084.32"
"2009","14","1","1.03","980.26","3.89","1.27","4","30.26","23.15","97.14","92.9","3","284.28"
"1991","17","6","34.79","2519.56","20.39","3.123","3","72.14","24.46","31.99","86.16","5","871.95"
"2018","10","7","17.25","2237.11","7.82","3.81","0","29.4","44.58","78.53","31.13","3","841.95"
"2024","7","5","5.5","2318.53","25.71","1.179","2","97.24","5.04","10.35","95.84","4","405.77"
"2003","29","8","26.27","1140.8","28.61","3.3120000000000003","5","31.35","42.01","35.03","98.48","5","1002.58"
"2023","11","6","4.06","2266.41","21.65","2.628","5","89.58","11.01","6.54","46.38","3","910.16"
"2010","27","6","22.28","1203.83","5.49","1.65","7","23.62","42.29","39.39","86.6","4","280.62"
"2014","11","9","9.78","2308.31","28.63","1.755","0","99.05","48.27","0.83","64.62","1","543.49"
"2000","17","4","22.44","2087.3","12.77","2.97","3","93.78","0.1","10.34","89.42","1","1043.39"
"2011","30","8","3.65","1051.32","29.15","1.215","5","36.91","47.54","88.15","65.62","1","401.52"
"2013","19","10","19.05","1803.57","20.95","2.205","0","47.52","15.3","70.81","59.65","1","684.7"
"2015","10","3","-0.07","1964.25","4.98","2.97","3","28.45","11.17","1.56","56.55","2","1308.39"
"2019","22","10","29.2","2218.48","19.63","1.2060000000000002","5","21.82","17.11","68.49","57.86","4","512.14"
"2024","14","3","5.11","974.91","14.66","1.54","0","14.41","47.89","66.05","39.63","2","280.27"
"1992","9","10","17.32","2277.07","18.06","1.818","3","77.61","13.12","78.69","31.88","2","224.71"
"1998","21","1","1.57","1564.04","28.92","2.268","9","85.6","3.79","84.38","56.56","1","790.31"
"2011","15","4","22.27","330.29","14.57","1.278","5","50.61","0.38","22.45","44.23","3","142.22"
"2011","3","9","13.61","398.13","17.14","1.6740000000000002","5","64.55","6.27","23.05","98.91","2","702.5"
"1993","12","2","16.29","1128.82","24.69","3.492","3","60.87","5.69","84.57","69.21","4","1130.85"
"2010","32","8","21.68","1853.22","15.08","1.638","0","47.5","5.63","3.48","52.81","3","531.85"
"2015","6","3","19.03","477.93","13.29","2.043","4","10.74","49.74","47.81","49.98","3","350.89"
"2002","26","6","13.51","225.75","3.99","1.719","0","35.32","14.34","74.23","99.43","4","576.93"
"2011","39","9","25.6","1395.44","6.88","3.15","5","64.92","42.6","53.51","96.87","2","1152.83"
"2017","2","6","15.88","1959.04","20.4","3.249","2","74.42","35.26","74.94","89.33","2","1409.89"
"2008","21","3","30.31","1938.77","16.56","2.763","7","51.96","16.56","51.24","30.31","4","393.12"
"1991","35","2","-2.96","1625.84","15.59","2.385","5","73.44","7.59","69.57","32.43","4","381.46"
"2024","3","6","27.48","587.95","19.38","0.801","8","27.8","6.4","80.49","64.81","5","195.31"
"2018","20","8","29.79","748.85","29.59","3.321","10","23.61","7.34","32.3","41.13","5","632.77"
"2013","16","5","-3.02","1036.05","22.95","0.7110000000000001","10","56.63","38.17","54.23","61.29","1","89.19"
"2016","15","2","12.62","2892.79","21.43","2.394","5","54.46","1.31","11.12","65.05","4","276.01"
"2008","28","4","12.62","2186.48","5.91","2.43","1","76.98","19.59","56.91","47.45","4","255.87"
"1990","26","5","30.56","1809.86","12.2","3.1","9","50.28","10.05","31.06","89.02","5","1464.87"
"2003","11","6","27.68","2702.05","12.52","1.09","3","38.12","20.73","42.79","40.11","4","412.8"
"1991","26","9","29.98","2659.63","22.53","1.242","0","32.22","36.46","6.99","56.14","4","208.03"
"2019","14","5","25.69","2478.96","10.87","3.71","0","87.88","2.28","99.35","69.25","4","1164.38"
"1991","2","10","22.85","242.85","28.17","0.936","9","38.44","47.26","48.42","55.28","3","282.29"
"2010","37","1","22.29","1663.53","10.78","1.78","8","32.1","24.62","97.56","83.84","5","517.54"
"2001","20","5","-2.59","1756.92","18.81","2.511","6","43.77","40.32","78.79","30.68","2","1143.49"
"2006","38","7","-0.13","1561.24","12.11","1.37","10","19.79","0.08","36.44","95.53","3","423.45"
"2010","11","8","22.06","1972.87","4.08","1.02","8","82.68","13.72","8.49","34.64","5","475.63"
"2015","7","2","26.6","813.91","3.55","2.84","4","43.95","35.93","92.37","90.72","5","1136.97"
"2011","7","5","18.03","1565.6","23.49","2.3400000000000003","9","35.34","46.89","65.01","64.26","3","780.44"
"2009","34","2","7.24","2034.91","2.15","2.62","1","14.24","19.04","26.51","72.17","4","747.22"
"1999","35","6","26.1","2006.34","9.07","3.12","1","58.38","48.22","4.56","63.95","3","813.37"
"2002","21","8","32.45","2246.53","9.24","3.74","8","43.68","17.49","20.94","38.67","2","496.11"
"2004","8","9","21.44","989.41","29.41","1.2060000000000002","8","37.14","24.19","16.89","37.35","5","201.34"
"1992","38","5","8.33","2035.07","3.42","1.73","8","18.16","39.48","88.67","72.33","2","708.57"
"2013","38","2","5.5","1258.04","11.47","1.49","5","36.6","20.35","24.62","74.39","5","716.19"
"1993","12","1","18.87","1876.09","17.01","2.385","2","75.29","3.77","88.76","39.7","1","979.53"
"2001","28","8","26.68","1972.81","28.43","1.809","4","68.74","2.64","94.47","75.37","1","402.92"
"1996","24","8","9.45","541.87","23.86","0.774","5","31.63","26.17","64.69","73.52","4","121.54"
"2022","20","10","2.42","2275.38","10.62","1.26","0","14.7","18.24","27.29","97.62","1","340.02"
"2024","11","3","28.8","966.11","6.05","1.13","2","76.96","26.48","98.23","53.95","3","234.91"
"2007","5","3","3.88","2415.63","7.79","2.28","9","93.68","17.59","78","93.68","2","250.66"
"1995","39","9","3.5","887.29","11","1.23","0","23.27","47.92","7.53","32.04","5","305.67"
"2005","15","3","2.84","1627.65","10.44","1.67","7","53.53","5.61","12.37","34.36","1","635.14"
"2015","19","5","12.03","2609.84","3.98","4.7","9","46.55","24.13","17.19","48.08","4","937.98"
"1993","3","6","5.17","2518.64","0.7","1.72","2","13.99","10.53","12.33","74.61","3","188.4"
"1996","22","7","-1.15","537.17","22.92","1.548","7","93.38","5.43","46.51","44","2","287.51"
"2023","34","4","23.01","1305.66","5.2","1.7","5","96.54","4.61","48.52","75.25","2","802.52"
"2012","29","7","21.46","1809.41","9.31","1.34","10","88.47","41.4","23.5","66.86","3","334.79"
"2011","24","7","32.72","2523.34","1.53","3.71","0","87.83","29.92","1.86","74.6","5","404.23"
"1997","14","8","0.17","744.72","21.7","1.386","6","99.83","31.24","25.39","71.09","3","606.66"
"1995","31","8","3.46","1522.13","24.66","0.774","2","73.73","20.32","29.33","59.36","5","312.84"
"2018","10","10","25.86","2566.62","11.6","0.86","7","30.32","34.18","32.91","68.53","1","336.06"
"1992","21","4","2.71","2784.8","10.49","1.99","4","44.69","6.19","62.38","32.1","3","830.47"
"2024","6","2","8.23","1855.61","11.92","2.09","7","72.26","39.98","67.24","82.6","3","941.83"
"2024","4","6","17.22","1304.45","23.65","2.079","3","85.9","14.59","69.61","32.98","2","605.17"
"2006","9","5","17.08","605.97","27.94","4.401","8","92.18","6.59","17","89.03","2","1561.84"
"1996","22","6","28.37","293.65","9.96","3.375","2","16.33","16.98","53.79","42.41","5","1489.28"
"2008","35","5","12.33","598.64","17.34","2.295","1","91.47","47.55","36.78","53.82","2","1104.46"
"2021","7","2","17.78","1062.17","27.14","2.151","0","83.58","15.37","43.39","72.98","2","233.89"
"1993","12","5","6.62","1302.06","6.96","2.68","5","60.75","0.71","88.74","85.09","3","677.81"
"1992","7","1","33.15","1501.56","26.49","3.384","1","30.09","10.13","56.51","40.94","5","1425.35"
"1999","12","2","7.78","715.44","12.87","2.36","4","84.24","17.47","53.61","71.41","1","1135.75"
"1991","9","9","8.42","522.7","28.8","0.531","10","70.42","38.56","98.3","54.64","1","111.06"
"1997","28","10","19.75","1888.14","17.81","3.825","4","44.54","38.1","63.53","46.41","4","843.91"
"2007","15","2","11.68","998.57","16.77","2.709","0","37.76","48.08","82.84","83.76","3","969.55"
"1998","2","8","32.92","1306.52","6.94","2.33","5","93.99","43.66","7.48","88.48","4","475.62"
"2018","7","7","33.62","1115.41","9.42","2.17","2","90.83","45.52","69.45","62.21","1","599.2"
"2022","16","7","12.13","1417.15","26.27","2.718","10","54.98","22.31","41.46","34.58","2","875.43"
"2004","24","7","27.31","399.14","19.02","3.177","9","26.52","23.71","32.68","33.18","4","1225.72"
"2020","39","7","-3.69","1952.58","4.54","0.78","4","40.6","39.54","16.27","63.13","3","381.75"
"2019","24","7","18.56","431.43","28.65","4.257000000000001","7","94.16","29.29","12.47","33","1","1475.54"
"2016","11","6","30.51","731.17","22.29","0.873","8","44.38","23.44","68.18","33.23","5","278.11"
"2006","15","9","27.23","2224.63","1.16","2.18","7","54.4","25.51","3.63","43.7","1","865.63"
"2018","16","3","33.21","1670.4","29.62","2.007","4","52.3","20.22","82.83","37.69","5","209.42"
"2016","25","8","32.18","658.12","5.14","3.4","4","49.87","22.03","88.26","98.69","5","557.64"
"2000","6","9","22.28","1773.95","23.17","1.764","2","39.8","0.44","64.79","60.55","2","643.28"
"1995","12","10","1.58","924.86","15.86","1.728","2","45.29","39.52","20.28","47.71","3","814.36"
"2022","31","10","0.14","1832.14","17.07","0.792","5","95.47","23.58","46.79","67.01","4","180.11"
"2008","10","9","11.18","2395.73","26.57","2.799","0","93.22","47.24","87.25","89.89","1","729.22"
"2008","38","8","27.28","2188.48","28.79","3.078","8","62.25","11.35","2.29","47.06","4","1337.64"
"2022","18","2","3.91","900.09","29.04","0.738","8","44.23","23.9","68.51","47.01","3","184.23"
"1990","17","4","6.52","2970.2","13.1","1.38","0","63.73","14.91","87.23","98.09","3","514.78"
"1995","24","4","6.17","1405.44","18.52","1.314","2","47.06","29.93","26.8","47.28","1","440.4"
"2003","36","10","27.28","1011.19","24.53","3.3480000000000003","9","28.36","42.08","58.32","84.31","1","588.09"
"2001","20","3","6.64","2915.04","3.1","1.17","7","22.97","8.52","21.72","80.19","4","166.9"
"2014","2","2","4.52","2955.14","6.26","0.87","4","27.88","3.24","69.46","66.79","5","298.17"
"2011","17","3","29.84","506.63","20.55","2.799","9","93.9","35.52","58.81","32.73","5","998.2"
"2013","9","5","0.2","2427.19","24.1","2.43","7","66.3","25.33","4.36","65.08","5","977.58"
"2013","9","10","15.58","2690.21","24.61","2.8440000000000003","1","31.09","44.17","51.15","95.52","2","943.84"
"1999","28","4","0.29","1368.42","12.43","1.74","10","61.97","13.22","68.35","56.22","5","605.69"
"2021","7","7","9.18","2581.21","6.96","1.68","7","30.87","1.38","9.16","56.72","4","704.43"
"2022","38","3","-2.81","2656.82","11.71","0.79","1","50.58","10.72","84.7","97.68","5","347.5"
"2000","21","5","-2.15","2987.17","27.72","1.746","2","86.6","34.63","56.85","39.25","2","741.08"
"1997","25","10","32.76","1098.2","11.55","2.79","2","92.98","8.28","73.8","88.27","1","1150.58"
"2013","19","5","20.85","1522.34","25.37","3.276","1","94.69","7.86","55.83","84.75","2","1442.67"
"1998","34","7","34.68","1630","15.56","2.088","10","56.41","41.89","29","81.6","2","685.27"
"2012","21","6","13.84","2326.18","27.47","2.331","7","27.35","33.06","29.4","61.91","1","933.46"
"2022","34","6","-4.56","1574.67","24.44","1.341","5","33.21","7.25","91.67","92.26","3","267.62"
"2015","14","6","4.76","2684.34","26.77","2.1870000000000003","5","80.82","9.61","81.27","48.14","2","608.88"
"1990","2","6","31.39","930.9","22.87","2.259","5","42.81","37.76","67.2","83.52","5","1020.47"
"2010","4","10","27.4","1766.35","23.83","2.475","6","52.47","8.92","55.22","69.51","3","415.32"
"2019","16","8","16.05","605.32","14.05","3.49","8","81.41","13.13","90.1","68.22","3","851.53"
"2010","1","6","20.11","1085.87","20.34","1.116","2","26.81","27.92","44.23","76.48","2","236.3"
"2024","30","6","20.92","599.62","19.83","2.727","9","52.75","30.19","50.24","32.31","5","826.06"
"2020","29","6","-0.52","811.78","0.74","2.64","7","59.42","27.36","60.34","40.57","1","917.83"
"2013","26","4","6.17","596.13","16.94","0.873","6","79.85","47.22","40.3","47.67","2","203.74"
"1995","16","3","32.86","1908.73","14.7","1.1","4","39.89","22.96","38","39.66","1","317.4"
"1996","8","9","6.07","2716.7","22.34","2.466","0","93.32","3","68.3","34.95","4","714.6"
"2008","2","6","27.01","652.86","7.97","3.54","1","11.29","6.77","25.32","35.19","4","1684.95"
"2021","36","8","23.35","1517.72","11.09","2.09","2","11.12","25.42","16.07","98.8","2","687.86"
"2020","7","7","11.79","1467.12","8.07","1.5","8","51.62","20.38","29.9","47.03","2","219.38"
"2014","24","8","23.37","601.36","7.75","1.05","9","11.83","11.48","15.65","57.05","1","176.69"
"1991","39","8","29.65","1697.45","8.36","1.61","3","95.53","6.55","23.8","47.71","1","638.23"
"2012","12","5","5.89","2752.74","17.14","2.322","5","34","16.46","58.45","44.82","2","423.18"
"1997","21","3","29.68","2624.12","10","3.71","7","22.75","33.94","89.34","44.12","5","1242.19"
"2012","5","1","30.9","2100.38","18.18","1.404","2","24.05","11.57","46.22","36.56","1","682.51"
"1998","29","10","13.94","2460.27","24.17","2.061","1","40.05","18.21","6.04","89.63","1","236.03"
"2000","13","9","7.32","587.5","13.53","2.49","0","88.22","8.46","11.32","40.9","5","1146.36"
"1995","5","6","22.36","1564.4","28.18","1.4580000000000002","0","41.16","22.85","82.62","45.38","2","183.47"
"2002","15","3","20.35","1909.09","7.79","3.06","0","85.06","28.52","39.72","72.83","4","1267.09"
"1991","17","5","15.52","1646.55","5.2","3.08","3","78.8","48.17","25.05","41.68","3","1034.06"
"2010","11","7","30.92","1469.88","5.66","2.4","0","70.19","27.26","68.21","88.5","5","1138.49"
"2012","12","9","25.26","284.99","9.03","2.052","1","18.71","42.65","22.71","55.27","4","236.5"
"1999","34","3","9.52","1810.18","3.92","1.91","1","72.17","10.71","17.08","54.64","1","537.87"
"2022","17","8","28.95","2435.42","28.19","1.449","7","15.27","26.54","31.2","62.44","5","406.46"
"2021","23","6","12.19","956.56","1.92","4.43","9","30.34","35.59","58.24","38.48","1","1447.01"
"2002","9","2","-4.81","1915.14","28.29","0.747","5","44.2","45.71","27.97","75.12","5","294.46"
"1996","27","6","1.55","1422.24","27.89","1.953","5","26.38","23.39","5.72","62.52","3","597.56"
"2006","1","8","-2.44","2621.81","8.02","0.88","2","83.44","3.22","27.25","88.54","1","175.61"
"2006","11","10","2.78","1602.02","7.22","1.54","3","52.5","19.25","75.13","69.25","3","525.01"
"1991","26","2","14.89","2306.24","25.24","2.268","4","70.19","22.21","24.18","35.28","4","341.49"
"1996","9","2","2.63","2385.17","12.17","2.79","0","59.1","21","49.47","93.67","3","491.78"
"1995","1","10","27.09","426.95","6.35","2.232","1","25.72","21.66","40.28","62.58","3","580.73"
"1997","5","8","31.14","683.74","10.47","2.34","9","55.93","18.21","21.22","66.37","3","987.69"
"1991","32","7","-1.49","761.43","6.48","2.7","10","42.78","7.09","19.16","68.7","1","601.16"
"2019","34","1","16.5","988.54","22.73","3.0690000000000004","4","79.15","5.45","96.96","54.51","4","507.08"
"2000","24","1","2.53","886.75","3.28","1.46","5","90.15","48.14","80.97","98.46","5","561.77"
"2000","11","1","9.23","2580.97","17.82","2.583","1","59.32","26.29","90.46","38.16","4","972.93"
"1995","27","6","2.46","1250.23","3.6","2.98","7","52.55","13.47","70.8","44.98","1","373.51"
"2010","16","10","12.13","586.82","10.79","3.2","10","54.42","48.22","75.83","62.05","3","378.94"
"2013","13","8","11.73","677.69","1.23","4.09","4","87.26","15.7","45.52","79.15","5","1141.17"
"2022","8","2","13.62","2332.71","1.33","1.84","6","54.88","6.41","63.38","44.65","4","247.83"
"1992","27","3","6.95","802.64","13.4","2.43","2","24.27","10.98","30.03","77.53","5","495.3"
"1992","34","6","11.35","2608.65","25.02","3.825","7","64.38","35.35","89.19","60.16","1","697.82"
"1996","2","10","11.57","1894.06","13.65","1.59","8","69.56","14.15","6.06","90.69","2","203.81"
"1995","8","10","33.74","1322.54","28.24","3.5010000000000003","4","12.24","19.18","28.48","72.02","1","1138.77"
"2014","39","4","31.37","2912.07","3.11","3.15","3","47.01","9.53","37.42","47.72","5","381.84"
"2004","31","1","14.23","1162.73","23.86","1.998","5","95.8","18.93","50.44","54.24","2","612.8"
"1999","32","7","24.94","855.78","27.81","2.178","0","10.42","21.6","53.4","31.93","1","529.31"
"2008","9","10","-2.7","656.92","10.02","1.28","5","81.7","30.46","11.56","46.53","4","439.88"
"1999","13","1","28.51","2922.09","15.4","0.981","6","44.55","8.69","64.83","86.58","2","438.04"
"2010","32","6","14.91","1013.61","17.48","1.746","2","47.56","32.77","16.83","45.94","5","492.65"
"1993","19","3","17.6","1053.46","29.11","1.512","0","99.9","22.6","62.47","62.64","4","416.62"
